memid,facid,no_of_slots_booked,starttime
0,6,2,25-09-2012 11:00:00
2,6,2,25-09-2012 12:30:00
0,6,2,25-09-2012 14:00:00
0,6,4,25-09-2012 15:30:00
21,7,2,25-09-2012 09:30:00
10,7,2,25-09-2012 12:30:00
0,7,2,25-09-2012 13:30:00
7,7,2,25-09-2012 14:30:00
33,7,4,25-09-2012 15:30:00
2,7,2,25-09-2012 18:30:00
15,8,1,25-09-2012 08:00:00
21,8,1,25-09-2012 09:00:00
3,8,1,25-09-2012 09:30:00
29,8,1,25-09-2012 12:30:00
3,8,1,25-09-2012 13:30:00
29,8,1,25-09-2012 14:00:00
16,8,1,25-09-2012 15:00:00
28,8,1,25-09-2012 15:30:00
28,8,1,25-09-2012 17:00:00
21,8,1,25-09-2012 17:30:00
3,8,1,25-09-2012 18:30:00
16,8,1,25-09-2012 19:00:00
33,8,1,25-09-2012 19:30:00
5,0,3,26-09-2012 08:00:00
0,0,3,26-09-2012 09:30:00
6,0,3,26-09-2012 11:00:00
11,0,3,26-09-2012 13:30:00
0,0,6,26-09-2012 15:00:00
22,0,3,26-09-2012 18:00:00
0,1,3,26-09-2012 08:00:00
0,1,3,26-09-2012 10:30:00
9,1,3,26-09-2012 12:00:00
35,1,3,26-09-2012 14:00:00
12,1,6,26-09-2012 15:30:00
11,1,3,26-09-2012 18:30:00
1,2,3,26-09-2012 08:00:00
2,2,3,26-09-2012 09:30:00
10,2,3,26-09-2012 11:00:00
1,2,3,26-09-2012 12:30:00
0,2,3,26-09-2012 14:00:00
1,2,3,26-09-2012 15:30:00
17,2,3,26-09-2012 17:00:00
12,2,3,26-09-2012 18:30:00
15,3,2,26-09-2012 11:00:00
30,3,2,26-09-2012 12:00:00
3,3,2,26-09-2012 15:00:00
22,3,2,26-09-2012 16:00:00
15,3,2,26-09-2012 18:30:00
9,3,2,26-09-2012 19:30:00
3,4,2,26-09-2012 08:00:00
0,4,2,26-09-2012 09:00:00
33,4,2,26-09-2012 10:00:00
20,4,4,26-09-2012 11:00:00
29,4,2,26-09-2012 13:00:00
0,4,2,26-09-2012 14:00:00
5,4,2,26-09-2012 15:30:00
0,4,2,26-09-2012 16:30:00
14,4,2,26-09-2012 17:30:00
20,4,2,26-09-2012 18:30:00
0,5,2,26-09-2012 18:30:00
0,6,2,26-09-2012 08:00:00
0,6,2,26-09-2012 09:30:00
30,6,2,26-09-2012 10:30:00
0,6,2,26-09-2012 11:30:00
0,6,8,26-09-2012 13:00:00
10,6,2,26-09-2012 17:00:00
21,6,2,26-09-2012 18:00:00
0,6,2,26-09-2012 19:00:00
7,7,2,26-09-2012 09:00:00
24,7,2,26-09-2012 10:30:00
5,7,2,26-09-2012 11:30:00
27,7,2,26-09-2012 14:30:00
24,7,2,26-09-2012 16:00:00
5,7,2,26-09-2012 17:30:00
0,8,1,26-09-2012 08:30:00
30,8,1,26-09-2012 09:00:00
16,8,1,26-09-2012 09:30:00
21,8,1,26-09-2012 10:00:00
29,8,1,26-09-2012 10:30:00
16,8,1,26-09-2012 11:30:00
29,8,2,26-09-2012 12:00:00
28,8,1,26-09-2012 13:00:00
3,8,2,26-09-2012 14:00:00
20,8,1,26-09-2012 15:30:00
3,8,1,26-09-2012 16:00:00
28,8,1,26-09-2012 17:00:00
21,8,1,26-09-2012 19:00:00
29,8,1,26-09-2012 19:30:00
24,8,1,26-09-2012 20:00:00
11,0,3,27-09-2012 09:00:00
6,0,3,27-09-2012 11:00:00
17,0,3,27-09-2012 13:00:00
26,0,3,27-09-2012 16:00:00
0,0,6,27-09-2012 17:30:00
0,1,9,27-09-2012 08:00:00
8,1,3,27-09-2012 12:30:00
0,1,3,27-09-2012 14:30:00
35,1,3,27-09-2012 16:00:00
10,1,3,27-09-2012 17:30:00
1,2,3,27-09-2012 08:00:00
24,2,3,27-09-2012 10:00:00
36,2,3,27-09-2012 11:30:00
30,2,3,27-09-2012 15:30:00
11,2,3,27-09-2012 17:30:00
2,2,3,27-09-2012 19:00:00
15,3,2,27-09-2012 08:30:00
22,3,2,27-09-2012 09:30:00
0,3,2,27-09-2012 12:00:00
15,3,2,27-09-2012 13:00:00
15,3,2,27-09-2012 15:30:00
20,3,2,27-09-2012 17:30:00
0,3,2,27-09-2012 18:30:00
0,4,2,27-09-2012 08:00:00
24,4,2,27-09-2012 09:00:00
35,4,2,27-09-2012 10:00:00
20,4,2,27-09-2012 11:00:00
0,4,2,27-09-2012 12:00:00
12,4,2,27-09-2012 13:00:00
24,4,2,27-09-2012 14:00:00
36,4,2,27-09-2012 15:00:00
0,4,2,27-09-2012 16:00:00
7,4,2,27-09-2012 17:00:00
35,4,2,27-09-2012 18:00:00
6,4,2,27-09-2012 19:00:00
0,5,2,27-09-2012 10:30:00
22,5,2,27-09-2012 16:30:00
0,6,2,27-09-2012 08:00:00
12,6,2,27-09-2012 09:30:00
0,6,2,27-09-2012 10:30:00
0,6,6,27-09-2012 12:00:00
12,6,4,27-09-2012 15:00:00
0,6,2,27-09-2012 19:00:00
24,7,2,27-09-2012 08:00:00
4,7,2,27-09-2012 09:30:00
10,7,2,27-09-2012 12:00:00
10,7,2,27-09-2012 13:30:00
8,7,2,27-09-2012 15:00:00
9,7,2,27-09-2012 16:00:00
24,7,2,27-09-2012 18:30:00
17,7,2,27-09-2012 19:30:00
28,8,1,27-09-2012 08:00:00
2,8,1,27-09-2012 08:30:00
29,8,1,27-09-2012 09:00:00
33,8,1,27-09-2012 10:30:00
3,8,1,27-09-2012 11:00:00
29,8,1,27-09-2012 13:30:00
22,8,1,27-09-2012 14:00:00
29,8,1,27-09-2012 15:00:00
0,8,1,27-09-2012 15:30:00
20,8,1,27-09-2012 16:00:00
8,8,1,27-09-2012 16:30:00
16,8,1,27-09-2012 17:00:00
27,8,1,27-09-2012 18:00:00
3,8,1,27-09-2012 19:30:00
29,8,1,27-09-2012 20:00:00
35,0,3,28-09-2012 08:30:00
16,0,3,28-09-2012 10:00:00
28,0,3,28-09-2012 11:30:00
0,0,3,28-09-2012 13:00:00
0,0,3,28-09-2012 15:00:00
0,0,3,28-09-2012 17:00:00
10,1,3,28-09-2012 08:00:00
0,1,9,28-09-2012 09:30:00
8,1,3,28-09-2012 14:00:00
0,1,3,28-09-2012 15:30:00
0,1,6,28-09-2012 17:30:00
2,2,3,28-09-2012 08:00:00
21,2,3,28-09-2012 09:30:00
21,2,3,28-09-2012 11:30:00
1,2,3,28-09-2012 13:00:00
5,2,3,28-09-2012 14:30:00
17,2,3,28-09-2012 16:00:00
0,2,3,28-09-2012 17:30:00
1,2,3,28-09-2012 19:00:00
30,3,2,28-09-2012 09:00:00
15,3,2,28-09-2012 10:30:00
13,3,2,28-09-2012 11:30:00
22,3,2,28-09-2012 12:30:00
15,3,2,28-09-2012 14:00:00
24,3,2,28-09-2012 15:30:00
22,3,2,28-09-2012 17:30:00
20,3,2,28-09-2012 19:00:00
24,4,2,28-09-2012 08:00:00
0,4,4,28-09-2012 09:00:00
14,4,2,28-09-2012 11:30:00
0,4,4,28-09-2012 12:30:00
16,4,2,28-09-2012 14:30:00
0,4,2,28-09-2012 15:30:00
5,4,2,28-09-2012 16:30:00
0,4,2,28-09-2012 17:30:00
8,4,2,28-09-2012 18:30:00
7,4,2,28-09-2012 19:30:00
0,5,2,28-09-2012 10:30:00
0,5,2,28-09-2012 13:00:00
11,5,2,28-09-2012 16:00:00
0,5,4,28-09-2012 17:00:00
0,6,6,28-09-2012 08:00:00
12,6,2,28-09-2012 11:00:00
0,6,2,28-09-2012 12:00:00
16,6,2,28-09-2012 13:30:00
0,6,2,28-09-2012 14:30:00
0,6,6,28-09-2012 16:00:00
12,6,2,28-09-2012 19:30:00
17,7,2,28-09-2012 08:00:00
27,7,2,28-09-2012 09:00:00
9,7,2,28-09-2012 12:00:00
21,7,2,28-09-2012 13:30:00
27,7,2,28-09-2012 15:00:00
8,7,2,28-09-2012 16:30:00
6,7,2,28-09-2012 18:00:00
21,8,1,28-09-2012 08:00:00
28,8,1,28-09-2012 09:30:00
3,8,1,28-09-2012 10:30:00
3,8,1,28-09-2012 12:00:00
29,8,1,28-09-2012 12:30:00
28,8,1,28-09-2012 13:00:00
3,8,2,28-09-2012 13:30:00
30,8,1,28-09-2012 15:30:00
12,8,1,28-09-2012 16:30:00
0,8,1,28-09-2012 17:00:00
3,8,1,28-09-2012 17:30:00
29,8,1,28-09-2012 18:00:00
10,8,1,28-09-2012 18:30:00
21,8,1,28-09-2012 19:30:00
16,8,1,28-09-2012 20:00:00
0,0,3,29-09-2012 08:00:00
11,0,6,29-09-2012 11:30:00
6,0,3,29-09-2012 14:30:00
28,0,3,29-09-2012 16:00:00
20,0,3,29-09-2012 17:30:00
0,1,3,29-09-2012 10:00:00
8,1,3,29-09-2012 11:30:00
10,1,3,29-09-2012 13:00:00
12,1,3,29-09-2012 14:30:00
0,1,3,29-09-2012 16:00:00
10,1,3,29-09-2012 18:00:00
1,2,3,29-09-2012 08:00:00
36,2,3,29-09-2012 09:30:00
14,2,3,29-09-2012 11:00:00
21,2,3,29-09-2012 12:30:00
1,2,3,29-09-2012 14:00:00
24,2,3,29-09-2012 15:30:00
12,2,3,29-09-2012 17:00:00
16,2,3,29-09-2012 18:30:00
2,3,2,29-09-2012 08:30:00
21,3,2,29-09-2012 09:30:00
6,3,2,29-09-2012 11:00:00
13,3,2,29-09-2012 13:00:00
16,3,2,29-09-2012 14:00:00
20,3,2,29-09-2012 16:00:00
21,3,2,29-09-2012 19:30:00
16,4,2,29-09-2012 08:00:00
0,4,2,29-09-2012 09:30:00
3,4,2,29-09-2012 10:30:00
20,4,2,29-09-2012 11:30:00
5,4,2,29-09-2012 12:30:00
0,4,2,29-09-2012 13:30:00
3,4,2,29-09-2012 14:30:00
0,4,2,29-09-2012 15:30:00
16,4,2,29-09-2012 16:30:00
13,4,2,29-09-2012 17:30:00
36,4,2,29-09-2012 18:30:00
24,4,2,29-09-2012 19:30:00
0,5,2,29-09-2012 12:30:00
6,6,2,29-09-2012 08:00:00
0,6,4,29-09-2012 09:00:00
24,6,2,29-09-2012 11:00:00
0,6,2,29-09-2012 12:00:00
12,6,2,29-09-2012 13:00:00
0,6,2,29-09-2012 14:00:00
27,6,2,29-09-2012 17:00:00
0,6,4,29-09-2012 18:00:00
8,7,2,29-09-2012 08:30:00
4,7,2,29-09-2012 10:00:00
0,7,2,29-09-2012 12:30:00
24,7,2,29-09-2012 13:30:00
8,7,2,29-09-2012 14:30:00
27,7,2,29-09-2012 15:30:00
8,7,2,29-09-2012 16:30:00
15,7,2,29-09-2012 18:30:00
27,7,2,29-09-2012 19:30:00
12,8,1,29-09-2012 08:00:00
3,8,1,29-09-2012 08:30:00
21,8,1,29-09-2012 09:00:00
29,8,1,29-09-2012 10:00:00
28,8,1,29-09-2012 10:30:00
2,8,2,29-09-2012 11:00:00
29,8,2,29-09-2012 12:00:00
20,8,1,29-09-2012 13:00:00
28,8,1,29-09-2012 13:30:00
3,8,1,29-09-2012 14:00:00
28,8,1,29-09-2012 14:30:00
12,8,1,29-09-2012 16:00:00
26,8,1,29-09-2012 16:30:00
15,8,1,29-09-2012 17:00:00
28,8,1,29-09-2012 17:30:00
29,8,2,29-09-2012 18:00:00
4,8,1,29-09-2012 19:30:00
33,8,1,29-09-2012 20:00:00
4,0,3,30-09-2012 08:00:00
35,0,3,30-09-2012 09:30:00
0,0,6,30-09-2012 11:00:00
36,0,3,30-09-2012 14:00:00
24,0,3,30-09-2012 16:00:00
0,0,3,30-09-2012 17:30:00
24,0,3,30-09-2012 19:00:00
8,1,3,30-09-2012 08:30:00
0,1,3,30-09-2012 10:00:00
10,1,3,30-09-2012 11:30:00
11,1,6,30-09-2012 13:30:00
10,1,3,30-09-2012 16:30:00
8,1,3,30-09-2012 18:30:00
1,2,3,30-09-2012 08:00:00
17,2,3,30-09-2012 09:30:00
29,2,3,30-09-2012 11:00:00
35,2,3,30-09-2012 12:30:00
1,2,6,30-09-2012 14:00:00
5,2,3,30-09-2012 17:00:00
35,2,3,30-09-2012 18:30:00
24,3,2,30-09-2012 08:00:00
3,3,2,30-09-2012 09:30:00
36,3,2,30-09-2012 10:30:00
36,3,2,30-09-2012 12:00:00
0,3,2,30-09-2012 14:30:00
1,3,2,30-09-2012 18:30:00
13,4,2,30-09-2012 08:00:00
16,4,2,30-09-2012 09:00:00
0,4,2,30-09-2012 10:00:00
20,4,2,30-09-2012 11:00:00
4,4,2,30-09-2012 12:30:00
3,4,2,30-09-2012 13:30:00
20,4,2,30-09-2012 15:00:00
0,4,2,30-09-2012 16:00:00
3,4,2,30-09-2012 17:00:00
0,4,2,30-09-2012 18:00:00
0,5,2,30-09-2012 11:30:00
0,5,2,30-09-2012 19:30:00
0,6,2,30-09-2012 08:00:00
27,6,2,30-09-2012 09:30:00
0,6,2,30-09-2012 11:00:00
0,6,2,30-09-2012 12:30:00
12,6,2,30-09-2012 14:00:00
0,6,2,30-09-2012 15:30:00
35,6,2,30-09-2012 16:30:00
0,6,2,30-09-2012 17:30:00
0,6,2,30-09-2012 19:00:00
27,7,2,30-09-2012 08:30:00
33,7,2,30-09-2012 09:30:00
33,7,2,30-09-2012 11:00:00
5,7,2,30-09-2012 14:30:00
15,7,2,30-09-2012 16:30:00
24,7,2,30-09-2012 17:30:00
5,7,2,30-09-2012 19:00:00
16,8,1,30-09-2012 08:00:00
21,8,2,30-09-2012 08:30:00
3,8,1,30-09-2012 10:30:00
16,8,1,30-09-2012 11:00:00
3,8,1,30-09-2012 11:30:00
17,8,1,30-09-2012 12:00:00
21,8,1,30-09-2012 12:30:00
3,8,1,30-09-2012 13:00:00
29,8,1,30-09-2012 13:30:00
28,8,1,30-09-2012 14:30:00
29,8,1,30-09-2012 15:30:00
29,8,2,30-09-2012 16:30:00
29,8,1,30-09-2012 18:00:00
21,8,1,30-09-2012 18:30:00
16,8,1,30-09-2012 19:00:00
29,8,1,30-09-2012 19:30:00
